fips,county,state,deaths,cases,latitude,longitude
18155.0,Switzerland,Indiana,0,1573,38.8419394,-85.0649071
18157.0,Tippecanoe,Indiana,299,24383,40.34697310000001,-86.8220341
18159.0,Tipton,Indiana,107,1829,40.2825661,-86.05296039999999
18161.0,Union,Indiana,0,1475,39.6637751,-84.8984775
18163.0,Vanderburgh,Indiana,212,18002,38.0806099,-87.5791287
18165.0,Vermillion,Indiana,0,760,39.8512139,-87.48020679999999
18167.0,Vigo,Indiana,614,10389,39.4165382,-87.42075179999999
18169.0,Wabash,Indiana,125,4959,40.8033875,-85.84862360000001
18171.0,Warren,Indiana,90,977,40.319245,-87.3413599
18173.0,Warrick,Indiana,1733,10768,38.0736703,-87.2618328
18175.0,Washington,Indiana,54,3976,38.6744747,-86.17517590000001
18177.0,Wayne,Indiana,353,13412,39.831882,-84.981754
18179.0,Wells,Indiana,8,2233,40.7778348,-85.1894045
18181.0,White,Indiana,391,12411,40.6765551,-86.9824288
18183.0,Whitley,Indiana,172,2972,41.1136133,-85.52002399999999
19001.0,Adair,Iowa,0,508,41.2741733,-94.479976
19003.0,Adams,Iowa,0,270,41.0652066,-94.6863782
19005.0,Allamakee,Iowa,298,7996,43.2430754,-91.44346900000001
19007.0,Appanoose,Iowa,213,789,40.6806102,-92.8577105
19009.0,Audubon,Iowa,48,730,41.7326826,-94.976654
19011.0,Benton,Iowa,83,3068,42.1387249,-92.0665197
19013.0,Black Hawk,Iowa,2494,108625,42.447804,-92.38136209999999
19015.0,Boone,Iowa,14,4177,42.0881747,-93.9878427
19017.0,Bremer,Iowa,348,4639,42.76108199999999,-92.38136209999999
19019.0,Buchanan,Iowa,24,2091,42.4566006,-91.9099238
19021.0,Buena Vista,Iowa,186,46181,42.6705452,-95.1432068
19023.0,Butler,Iowa,50,1199,42.7502186,-92.8577105
19025.0,Calhoun,Iowa,0,620,42.3785903,-94.64503500000001
19027.0,Carroll,Iowa,25,1499,42.0566912,-94.81059549999999
19029.0,Cass,Iowa,0,553,41.2538068,-94.976654
19031.0,Cedar,Iowa,53,3549,41.8346154,-91.13530200000001
19033.0,Cerro Gordo,Iowa,39,2365,43.1543186,-93.20296750000001
19035.0,Cherokee,Iowa,0,1921,42.8027756,-95.6457951
19037.0,Chickasaw,Iowa,0,757,43.0724667,-92.38136209999999
19039.0,Clarke,Iowa,34,3217,41.01778360000001,-93.7841503
19041.0,Clay,Iowa,0,2347,43.1368038,-95.1432068
19043.0,Clayton,Iowa,177,2018,42.7785285,-91.28910359999999
19045.0,Clinton,Iowa,64,4779,41.878563,-90.563609
19047.0,Crawford,Iowa,118,26695,42.034686,-95.3102505
19049.0,Dallas,Iowa,1062,54146,41.6120022,-93.9878427
19051.0,Davis,Iowa,21,1296,40.6913838,-92.38136209999999
19053.0,Decatur,Iowa,0,162,40.8146492,-93.8248241
19055.0,Delaware,Iowa,38,1183,42.4634009,-91.44346900000001
19057.0,Des Moines,Iowa,88,3549,40.9123374,-91.17369939999999
19059.0,Dickinson,Iowa,22,4136,43.4049388,-95.18492189999999
19061.0,Dubuque,Iowa,975,20415,42.4694679,-90.8294002
19063.0,Emmet,Iowa,0,1347,43.34943,-94.6863782
19065.0,Fayette,Iowa,0,1787,42.9258199,-91.9099238
19067.0,Floyd,Iowa,54,1131,43.0615947,-92.8577105
19069.0,Franklin,Iowa,0,1546,42.7372361,-93.33889169999999
19071.0,Fremont,Iowa,0,200,40.7400403,-95.6457951
19073.0,Greene,Iowa,0,1008,42.0700527,-94.479976
19075.0,Grundy,Iowa,0,1305,42.4369506,-92.8577105
19077.0,Guthrie,Iowa,147,2885,41.7530909,-94.479976
19079.0,Hamilton,Iowa,0,3967,42.4141275,-93.66232389999999
19081.0,Hancock,Iowa,0,1163,43.0387322,-93.66232389999999
19083.0,Hardin,Iowa,0,1661,42.4285425,-93.17796589999999
19085.0,Harrison,Iowa,0,2019,41.6933855,-95.81428849999999
19087.0,Henry,Iowa,124,4300,41.0283603,-91.5983959
19089.0,Howard,Iowa,0,824,43.3819496,-92.38136209999999
19091.0,Humboldt,Iowa,28,1201,42.7482597,-94.19234000000002
19093.0,Ida,Iowa,0,669,42.3418685,-95.4777811
19095.0,Iowa,Iowa,0,2210,41.6624604,-92.0665197
19097.0,Jackson,Iowa,0,825,42.1560699,-90.52578229999999
19099.0,Jasper,Iowa,804,16526,41.6414924,-93.0175712
19101.0,Jefferson,Iowa,0,1712,41.0236358,-91.9099238
19103.0,Johnson,Iowa,525,46091,41.6698982,-91.5983959
19105.0,Jones,Iowa,0,2556,42.1516737,-91.13530200000001
19107.0,Keokuk,Iowa,13,820,41.3397063,-92.2236667
19109.0,Kossuth,Iowa,0,752,43.25133839999999,-94.2333355
19111.0,Lee,Iowa,19,1724,40.70686630000001,-91.44346900000001
19113.0,Linn,Iowa,4891,66515,42.0659844,-91.67606909999999
19115.0,Louisa,Iowa,515,23647,41.19330009999999,-91.28910359999999
19117.0,Lucas,Iowa,71,786,40.9912021,-93.33889169999999
19119.0,Lyon,Iowa,0,1529,43.3954333,-96.15269850000001
19121.0,Madison,Iowa,109,1498,41.2922367,-93.9878427
19123.0,Mahaska,Iowa,505,4485,41.32958800000001,-92.6983868
19125.0,Marion,Iowa,0,1942,41.3173818,-93.17796589999999
19127.0,Marshall,Iowa,718,54690,42.0407088,-92.9375739
19129.0,Mills,Iowa,0,1070,41.0624496,-95.6457951
19131.0,Mitchell,Iowa,0,398,43.37107020000001,-92.8577105
19133.0,Monona,Iowa,0,1955,42.001594,-95.9832577
19135.0,Monroe,Iowa,215,1857,41.0040981,-92.8577105
19137.0,Montgomery,Iowa,50,430,41.0438839,-95.18492189999999
19139.0,Muscatine,Iowa,2205,36394,41.5156913,-91.13530200000001
19141.0,O'Brien,Iowa,20,2454,43.1131245,-95.6457951
19143.0,Osceola,Iowa,0,2103,43.3851953,-95.6037465
19145.0,Page,Iowa,0,897,40.7635099,-95.1432068
19147.0,Palo Alto,Iowa,0,490,43.1580878,-94.64503500000001
19149.0,Plymouth,Iowa,107,8369,42.776665,-96.15269850000001
19151.0,Pocahontas,Iowa,9,1037,42.6918039,-94.64503500000001
19153.0,Polk,Iowa,7233,243014,41.6278423,-93.5003454
19155.0,Pottawattamie,Iowa,426,18828,41.3911501,-95.4777811
19157.0,Poweshiek,Iowa,470,5779,41.6530119,-92.539603
19159.0,Ringgold,Iowa,0,273,40.7973811,-94.315422
19161.0,Sac,Iowa,0,1304,42.3573517,-95.1432068
19163.0,Scott,Iowa,607,25456,41.6393199,-90.6393702
19165.0,Shelby,Iowa,0,2599,41.7177667,-95.3102505
19167.0,Sioux,Iowa,0,14368,43.08699360000001,-96.15269850000001
19169.0,Story,Iowa,96,11581,42.1040438,-93.5003454
19171.0,Tama,Iowa,1452,26915,42.1292592,-92.539603
19173.0,Taylor,Iowa,0,2448,40.7846069,-94.64503500000001
19175.0,Union,Iowa,0,469,41.0006855,-94.27436279999999
19177.0,Van Buren,Iowa,0,805,40.7001158,-91.9099238
19179.0,Wapello,Iowa,728,29265,41.0148894,-92.38136209999999
19181.0,Warren,Iowa,36,8097,41.30805489999999,-93.5003454
19183.0,Washington,Iowa,605,13957,41.3477966,-91.7538817
19185.0,Wayne,Iowa,0,148,40.6677356,-93.33889169999999
19187.0,Webster,Iowa,46,3417,42.3974963,-94.15137639999999
19189.0,Winnebago,Iowa,0,634,43.3481922,-93.66232389999999
19191.0,Winneshiek,Iowa,0,1546,43.2362611,-91.9099238
19193.0,Woodbury,Iowa,1632,151191,42.3166158,-95.9832577
19195.0,Worth,Iowa,0,242,43.3580686,-93.33889169999999
19197.0,Wright,Iowa,0,9633,42.7273744,-93.66232389999999
20001.0,Allen,Kansas,0,24,,
20003.0,Anderson,Kansas,0,77,38.2809328,-95.3102505
20005.0,Atchison,Kansas,0,1304,39.5701137,-95.35208759999999
20007.0,Barber,Kansas,0,83,37.2299788,-98.7481167
20009.0,Barton,Kansas,78,2425,38.3613844,-98.7651482
20011.0,Bourbon,Kansas,83,656,37.7957092,-94.81059549999999
20013.0,Brown,Kansas,0,358,39.770047,-95.4777811
20015.0,Butler,Kansas,0,2303,37.8649441,-96.83509989999999
20017.0,Chase,Kansas,0,211,38.3007661,-96.57833869999999
20019.0,Chautauqua,Kansas,0,325,37.1738044,-96.2800864
20021.0,Cherokee,Kansas,0,895,37.1142482,-94.81059549999999
20023.0,Cheyenne,Kansas,0,121,39.7877848,-101.7979613
20025.0,Clark,Kansas,0,1572,37.3158895,-99.8124935
20027.0,Clay,Kansas,75,384,39.34791999999999,-97.179026
20029.0,Cloud,Kansas,0,377,39.4795571,-97.69822719999999
20031.0,Coffey,Kansas,590,4212,38.2570639,-95.81428849999999
20033.0,Comanche,Kansas,0,69,37.1894543,-99.2785583
20035.0,Cowley,Kansas,81,1248,37.2660235,-96.9209135
20037.0,Crawford,Kansas,91,3084,37.45579900000001,-94.81059549999999
20041.0,Dickinson,Kansas,0,270,38.85059770000001,-97.179026
20043.0,Doniphan,Kansas,0,924,39.8245628,-95.18492189999999
20045.0,Douglas,Kansas,0,5661,38.9107835,-95.26844369999999
20047.0,Edwards,Kansas,0,303,37.865958,-99.2785583
20049.0,Elk,Kansas,0,3,,
20051.0,Ellis,Kansas,0,786,38.8683549,-99.2785583
20053.0,Ellsworth,Kansas,0,127,38.615225,-98.2212979
20055.0,Finney,Kansas,454,79291,38.0625252,-100.8903099
20057.0,Ford,Kansas,328,97268,37.6540069,-99.8124935
20059.0,Franklin,Kansas,0,2653,38.6165913,-95.3102505
20061.0,Geary,Kansas,27,1514,38.9984685,-96.79223549999999
20063.0,Gove,Kansas,0,94,38.9271279,-100.5296115
20067.0,Grant,Kansas,25,1060,37.5245985,-101.2523792
20069.0,Gray,Kansas,0,1078,37.6840811,-100.439656
20073.0,Greenwood,Kansas,0,438,37.9025905,-96.15269850000001
20075.0,Hamilton,Kansas,0,1130,37.9741668,-101.7979613
20077.0,Harper,Kansas,0,93,37.1096002,-98.04651849999999
20079.0,Harvey,Kansas,85,1019,38.0025215,-97.35165579999999
20081.0,Haskell,Kansas,0,1142,37.5588285,-100.8903099
20083.0,Hodgeman,Kansas,0,204,38.1429747,-99.99122539999999
20085.0,Jackson,Kansas,33,4135,39.4241422,-95.81428849999999
20087.0,Jefferson,Kansas,0,1333,39.2827652,-95.3102505
20089.0,Jewell,Kansas,0,318,39.7720227,-98.2212979
20091.0,Johnson,Kansas,4432,62542,38.845412,-94.8520636
20093.0,Kearny,Kansas,41,2458,38.0281402,-101.2523792
20097.0,Kiowa,Kansas,0,153,37.52851649999999,-99.2785583
20099.0,Labette,Kansas,0,1998,37.2639041,-95.3102505
20101.0,Lane,Kansas,0,144,38.4294888,-100.5296115
20103.0,Leavenworth,Kansas,447,63090,39.1713075,-95.01824599999999
20107.0,Linn,Kansas,0,757,38.1339574,-94.81059549999999
20109.0,Logan,Kansas,0,5,,
20111.0,Lyon,Kansas,259,26003,38.4078037,-96.15269850000001
20113.0,McPherson,Kansas,0,2401,38.3164433,-97.69822719999999
20115.0,Marion,Kansas,63,531,38.349424,-97.179026
20117.0,Marshall,Kansas,0,5,,
20119.0,Meade,Kansas,0,1502,37.2698449,-100.3497895
20121.0,Miami,Kansas,0,654,38.6381689,-94.81059549999999
20123.0,Mitchell,Kansas,0,299,39.443669,-98.2212979
20125.0,Montgomery,Kansas,182,1607,37.240253,-95.81428849999999
20127.0,Morris,Kansas,0,339,38.7144832,-96.663812
20129.0,Morton,Kansas,2,332,37.1333387,-101.7979613
20131.0,Nemaha,Kansas,0,739,39.7451077,-95.9832577
20133.0,Neosho,Kansas,0,395,37.6045688,-95.3102505
20135.0,Ness,Kansas,0,122,38.4769509,-99.99122539999999
20137.0,Norton,Kansas,0,135,39.7959566,-99.99122539999999
20139.0,Osage,Kansas,0,584,38.6009003,-95.6457951
20141.0,Osborne,Kansas,0,173,39.4051157,-98.7481167
20143.0,Ottawa,Kansas,0,329,39.14938360000001,-97.69822719999999
20145.0,Pawnee,Kansas,0,75,,
20147.0,Phillips,Kansas,0,131,39.766638,-99.3673084
20149.0,Pottawatomie,Kansas,0,1964,39.3976344,-96.3226072
20151.0,Pratt,Kansas,0,173,37.5691719,-98.7481167
20155.0,Reno,Kansas,0,3631,37.9569553,-98.04651849999999
20157.0,Republic,Kansas,0,341,39.807989,-97.69822719999999
20159.0,Rice,Kansas,0,245,38.2808698,-98.2212979
20161.0,Riley,Kansas,86,5379,39.3686475,-96.83509989999999
20163.0,Rooks,Kansas,0,493,39.3638509,-99.2785583
20169.0,Saline,Kansas,162,2452,38.8174853,-97.69822719999999
20171.0,Scott,Kansas,0,696,38.562531,-100.8903099
20173.0,Sedgwick,Kansas,1364,44876,37.6537367,-97.5247243
20175.0,Seward,Kansas,78,52337,37.221014,-100.8903099
20177.0,Shawnee,Kansas,529,21099,39.0928449,-95.81428849999999
20179.0,Sheridan,Kansas,0,151,39.3470831,-100.439656
20181.0,Sherman,Kansas,0,396,39.29821889999999,-101.7979613
20183.0,Smith,Kansas,0,162,39.7333849,-98.7481167
20185.0,Stafford,Kansas,0,92,38.0749046,-98.7481167
20187.0,Stanton,Kansas,0,556,37.6390381,-101.7979613
20189.0,Stevens,Kansas,0,1620,37.186894,-101.2523792
20191.0,Sumner,Kansas,81,499,37.2236052,-97.6114217
20193.0,Thomas,Kansas,0,93,,
20195.0,Trego,Kansas,0,38,38.9900316,-99.8124935
20197.0,Wabaunsee,Kansas,0,1875,38.9092089,-96.15269850000001
20201.0,Washington,Kansas,0,19,,
20205.0,Wilson,Kansas,0,73,37.5808413,-95.81428849999999
20207.0,Woodson,Kansas,0,495,37.9197853,-95.81428849999999
20209.0,Wyandotte,Kansas,5179,97150,39.0986811,-94.7691586
21001.0,Adair,Kentucky,1106,6911,37.076403,-85.31362179999999
21003.0,Allen,Kentucky,160,5036,36.7650471,-86.21584969999999
21005.0,Anderson,Kentucky,100,1245,37.998648,-84.981754
21007.0,Ballard,Kentucky,0,780,37.0359869,-89.0179332
21009.0,Barren,Kentucky,58,3035,36.9676836,-85.84862360000001
21011.0,Bath,Kentucky,60,556,38.1068164,-83.7199136
21013.0,Bell,Kentucky,0,122,36.741122,-83.63484299999999
21015.0,Boone,Kentucky,899,26765,38.9940572,-84.7315563
21017.0,Bourbon,Kentucky,105,1114,38.2170752,-84.2278796
21019.0,Boyd,Kentucky,239,3161,38.3833265,-82.6915429
21021.0,Boyle,Kentucky,0,1843,37.6526034,-84.8150781
21023.0,Bracken,Kentucky,0,869,38.7117016,-84.05902900000001
21025.0,Breathitt,Kentucky,0,302,37.5359616,-83.33618799999999
21027.0,Breckinridge,Kentucky,81,1177,37.7982002,-86.4592091
21029.0,Bullitt,Kentucky,278,7432,37.9842107,-85.684578
21031.0,Butler,Kentucky,626,14552,37.2086395,-86.7013894
21033.0,Caldwell,Kentucky,0,976,37.1501019,-87.89424509999999
21035.0,Calloway,Kentucky,83,3619,36.6402766,-88.28504199999999
21037.0,Campbell,Kentucky,783,11491,38.8951891,-84.3962535
21039.0,Carlisle,Kentucky,59,260,36.8206685,-88.9796776
21041.0,Carroll,Kentucky,0,813,38.6748355,-85.0649071
21043.0,Carter,Kentucky,0,836,38.3204714,-83.03613759999999
21045.0,Casey,Kentucky,0,351,37.3157449,-84.8984775
21047.0,Christian,Kentucky,244,9530,36.8410586,-87.460397
21049.0,Clark,Kentucky,27,3418,37.959945,-84.14351359999999
21051.0,Clay,Kentucky,62,722,37.1738044,-83.7199136
21053.0,Clinton,Kentucky,0,283,36.7263899,-85.14793639999999
21055.0,Crittenden,Kentucky,70,417,37.3673645,-88.0900762
21057.0,Cumberland,Kentucky,0,381,36.7776446,-85.35496499999999
21059.0,Daviess,Kentucky,463,22184,37.7307984,-87.10237459999999
21061.0,Edmonson,Kentucky,493,3702,37.1941682,-86.21584969999999
21063.0,Elliott,Kentucky,0,59,38.1575088,-83.12200740000002
21065.0,Estill,Kentucky,0,90,37.6975384,-83.9744262
21067.0,Fayette,Kentucky,1078,52674,38.06064780000001,-84.4802606
21069.0,Fleming,Kentucky,0,310,38.3987633,-83.67739279999999
21071.0,Floyd,Kentucky,0,1223,37.5455463,-82.7778579
21073.0,Franklin,Kentucky,60,3736,38.2481018,-84.8984775
21075.0,Fulton,Kentucky,0,454,36.5630482,-89.1324866
21077.0,Gallatin,Kentucky,184,1705,38.7295069,-84.87763919999999
21079.0,Garrard,Kentucky,0,449,37.6413234,-84.56414699999999
21081.0,Grant,Kentucky,258,2870,38.6565245,-84.6479124
21083.0,Graves,Kentucky,1213,10961,36.6887728,-88.7108964
21085.0,Grayson,Kentucky,517,7583,37.4554962,-86.3782198
21087.0,Green,Kentucky,12,144,37.2570117,-85.56121
21089.0,Greenup,Kentucky,0,1082,38.5665695,-82.95015579999999
21091.0,Hancock,Kentucky,0,658,37.8280909,-86.761749
21093.0,Hardin,Kentucky,165,6666,37.6565708,-86.0121573
21095.0,Harlan,Kentucky,16,352,36.8890304,-83.2077645
21097.0,Harrison,Kentucky,0,2641,38.4333045,-84.3542049
21099.0,Hart,Kentucky,0,1600,37.3101304,-85.84862360000001
21101.0,Henderson,Kentucky,212,7713,37.7415161,-87.5791287
21103.0,Henry,Kentucky,34,1227,38.4268385,-85.14793639999999
21105.0,Hickman,Kentucky,0,297,36.6482184,-88.9796776
21107.0,Hopkins,Kentucky,2104,16451,37.3153093,-87.5791287
21109.0,Jackson,Kentucky,797,4813,37.4023274,-84.01674229999999
21111.0,Jefferson,Kentucky,10879,174319,38.1938097,-85.64348700000001
21113.0,Jessamine,Kentucky,0,4781,37.895573,-84.56414699999999
21115.0,Johnson,Kentucky,0,369,37.8048335,-82.8640623
21117.0,Kenton,Kentucky,2236,37408,38.9863872,-84.56414699999999
21119.0,Knott,Kentucky,0,303,37.3461117,-82.99316069999999
21121.0,Knox,Kentucky,0,740,36.9260578,-83.8897057
21123.0,Larue,Kentucky,20,686,37.5189552,-85.7256372
21125.0,Laurel,Kentucky,159,2053,37.0693489,-84.1857115
21127.0,Lawrence,Kentucky,0,219,38.05267500000001,-82.7778579
21129.0,Lee,Kentucky,0,32,37.599443,-83.7199136
21131.0,Leslie,Kentucky,0,398,37.0698286,-83.3789389
21133.0,Letcher,Kentucky,0,373,37.12535099999999,-82.8640623
21135.0,Lewis,Kentucky,0,627,38.5079686,-83.3789389
21137.0,Lincoln,Kentucky,75,715,37.4751264,-84.6479124
21139.0,Livingston,Kentucky,0,494,37.2431347,-88.362785
21141.0,Logan,Kentucky,320,8040,36.869834,-86.86218269999999
21143.0,Lyon,Kentucky,235,1236,37.0247261,-88.0900762
21145.0,McCracken,Kentucky,183,6715,37.03306070000001,-88.7108964
21147.0,McCreary,Kentucky,0,995,36.6973499,-84.4802606
21149.0,McLean,Kentucky,5,1458,37.5644352,-87.2618328
21151.0,Madison,Kentucky,85,4205,37.7143001,-84.3121264
21153.0,Magoffin,Kentucky,0,125,37.730555,-83.03613759999999
21155.0,Marion,Kentucky,0,1979,37.585137,-85.2308414
21157.0,Marshall,Kentucky,105,2772,36.8573767,-88.4016041
21159.0,Martin,Kentucky,0,266,37.7833756,-82.5185837
21161.0,Mason,Kentucky,0,876,38.6194103,-83.8897057
21163.0,Meade,Kentucky,132,1348,37.9601502,-86.21584969999999
21165.0,Menifee,Kentucky,0,573,37.9335368,-83.63484299999999
21167.0,Mercer,Kentucky,0,1072,37.8258603,-84.8984775
21169.0,Metcalfe,Kentucky,55,312,37.0032438,-85.64348700000001
21171.0,Monroe,Kentucky,3,1162,36.7484915,-85.7256372
21173.0,Montgomery,Kentucky,0,1832,38.0314578,-83.8897057
21175.0,Morgan,Kentucky,0,201,37.9145713,-83.2934086
21177.0,Muhlenberg,Kentucky,467,29260,37.17725009999999,-87.14228949999999
21179.0,Nelson,Kentucky,30,2811,37.7647455,-85.47880649999999
21181.0,Nicholas,Kentucky,0,193,38.37676250000001,-84.05902900000001
21183.0,Ohio,Kentucky,0,9352,37.5108523,-86.8220341
21185.0,Oldham,Kentucky,198,5352,38.3560025,-85.47880649999999
21187.0,Owen,Kentucky,0,161,38.4965261,-84.8150781
21189.0,Owsley,Kentucky,0,160,37.4294933,-83.7199136
21191.0,Pendleton,Kentucky,0,699,38.7283386,-84.3962535
21193.0,Perry,Kentucky,11,1563,37.3160706,-83.2077645
21195.0,Pike,Kentucky,150,2213,37.4842087,-82.4752757
21197.0,Powell,Kentucky,0,165,37.8380647,-83.8260884
21199.0,Pulaski,Kentucky,167,4496,37.0853508,-84.5222189
21203.0,Rockcastle,Kentucky,0,1050,37.3743065,-84.3121264
21205.0,Rowan,Kentucky,0,571,38.177068,-83.46435509999999
21207.0,Russell,Kentucky,262,1919,36.9806476,-85.0649071
21209.0,Scott,Kentucky,0,3346,38.3172361,-84.56414699999999
21211.0,Shelby,Kentucky,323,11009,38.1778076,-85.2308414
21213.0,Simpson,Kentucky,206,3416,36.7772014,-86.6207943
21215.0,Spencer,Kentucky,0,1495,38.0123167,-85.31362179999999
21217.0,Taylor,Kentucky,30,1062,37.332884,-85.31362179999999
21219.0,Todd,Kentucky,0,1318,36.8338638,-87.14228949999999
21221.0,Trigg,Kentucky,0,847,36.8473642,-87.77633329999999
21223.0,Trimble,Kentucky,0,314,38.6013284,-85.31362179999999
21225.0,Union,Kentucky,0,1036,37.6638744,-87.97268100000001
21227.0,Warren,Kentucky,358,60626,36.9886043,-86.49965460000001
21229.0,Washington,Kentucky,0,662,37.7516142,-85.14793639999999
21231.0,Wayne,Kentucky,0,708,36.7571907,-84.8567932
21233.0,Webster,Kentucky,0,2330,37.4892188,-87.7369607
21235.0,Whitley,Kentucky,0,1040,36.726335,-84.1857115
21237.0,Wolfe,Kentucky,0,49,37.75508689999999,-83.46435509999999
21239.0,Woodford,Kentucky,0,2506,38.0721662,-84.7315563
22001.0,Acadia,Louisiana,1447,26994,30.2297347,-92.38136209999999
22003.0,Allen,Louisiana,794,12219,30.5887484,-92.8577105
22005.0,Ascension,Louisiana,3891,63643,30.2017295,-90.9438468
22007.0,Assumption,Louisiana,751,18786,29.9232544,-91.09693999999999
22009.0,Avoyelles,Louisiana,633,10206,30.9711824,-92.0665197
22011.0,Beauregard,Louisiana,327,6176,30.7611484,-93.33889169999999
22013.0,Bienville,Louisiana,1473,9441,32.4107403,-93.0175712
22015.0,Bossier,Louisiana,1716,32865,32.7551322,-93.66232389999999
22017.0,Caddo,Louisiana,12317,174890,32.6136798,-93.86553029999999
22019.0,Calcasieu,Louisiana,3120,46932,30.2089286,-93.33889169999999
22021.0,Caldwell,Louisiana,25,4188,32.0669717,-92.0665197
22023.0,Cameron,Louisiana,0,655,29.8434436,-93.17796589999999
22025.0,Catahoula,Louisiana,216,7294,31.7053083,-91.9099238
22027.0,Claiborne,Louisiana,687,5500,32.7722557,-93.0175712
22029.0,Concordia,Louisiana,334,5245,31.4808983,-91.63721500000001
22031.0,De Soto,Louisiana,1168,18972,32.0310567,-93.66232389999999
22033.0,East Baton Rouge,Louisiana,15462,246202,30.5693593,-91.09693999999999
22035.0,East Carroll,Louisiana,4,8954,32.7570923,-91.2506002
22037.0,East Feliciana,Louisiana,1759,13927,30.8458948,-91.02032240000001
22039.0,Evangeline,Louisiana,60,6672,30.7821781,-92.38136209999999
22041.0,Franklin,Louisiana,623,20912,32.0737103,-91.5983959
22043.0,Grant,Louisiana,48,2627,31.6943716,-92.539603
22045.0,Iberia,Louisiana,2361,28710,29.4992629,-91.7538817
22047.0,Iberville,Louisiana,2850,41628,30.2899179,-91.4048249
22049.0,Jackson,Louisiana,673,7170,32.2399791,-92.539603
22051.0,Jefferson,Louisiana,32916,601963,29.6498691,-90.11206960000001
22053.0,Jefferson Davis,Louisiana,498,7990,30.2672346,-92.8178291
22055.0,Lafayette,Louisiana,2003,63258,30.1895142,-92.02731899999999
22057.0,Lafourche,Louisiana,4746,64305,29.6952295,-90.52578229999999
22059.0,LaSalle,Louisiana,3,3654,31.7002461,-92.2236667
22061.0,Lincoln,Louisiana,925,11512,32.598888,-92.6983868
22063.0,Livingston,Louisiana,1819,30463,30.4340146,-90.6773046
22065.0,Madison,Louisiana,54,8176,32.4401578,-91.28910359999999
22067.0,Morehouse,Louisiana,382,8322,32.796224,-91.7538817
22069.0,Natchitoches,Louisiana,714,10376,31.7607195,-93.08627489999999
22071.0,Orleans,Louisiana,38640,593883,30.1126874,-89.8879304
22073.0,Ouachita,Louisiana,2906,91180,32.4271852,-92.2236667
22075.0,Plaquemines,Louisiana,1330,16702,29.3240045,-89.4742177
22077.0,Pointe Coupee,Louisiana,1489,12591,30.6102166,-91.5983959
22079.0,Rapides,Louisiana,1921,52701,31.1461104,-92.539603
22081.0,Red River,Louisiana,468,3140,32.0842949,-93.3792057
22083.0,Richland,Louisiana,139,8442,32.3887281,-91.7928402
22085.0,Sabine,Louisiana,31,2848,31.4893252,-93.5003454
22087.0,St. Bernard,Louisiana,1616,43159,29.879791,-89.3226954
22089.0,St. Charles,Louisiana,3372,50618,29.9273657,-90.3371889
22091.0,St. Helena,Louisiana,74,3594,30.8021866,-90.6773046
22093.0,St. James,Louisiana,1852,23752,30.0179292,-90.7913227
22095.0,St. John the Baptist,Louisiana,6097,67926,30.1118331,-90.4879916
22097.0,St. Landry,Louisiana,3641,21677,30.6036535,-92.0665197
22099.0,St. Martin,Louisiana,1675,24911,30.2395901,-91.7538817
22101.0,St. Mary,Louisiana,2042,22219,29.502976,-91.44346900000001
22103.0,St. Tammany,Louisiana,10740,130098,30.4357418,-89.9253233
22105.0,Tangipahoa,Louisiana,2428,62555,30.6194521,-90.37483540000001
22107.0,Tensas,Louisiana,0,811,32.077218,-91.28910359999999
22109.0,Terrebonne,Louisiana,3428,48531,29.2299682,-90.7532809
22111.0,Union,Louisiana,1064,19536,32.785910200000004,-92.38136209999999
22113.0,Vermilion,Louisiana,234,5177,29.8601413,-92.38136209999999
22115.0,Vernon,Louisiana,205,2691,31.1320009,-93.17796589999999
22117.0,Washington,Louisiana,2439,31062,30.80392599999999,-90.0746767
22119.0,Webster,Louisiana,491,12945,32.7641355,-93.33889169999999
22121.0,West Baton Rouge,Louisiana,2016,12340,30.4751202,-91.3276422
22123.0,West Carroll,Louisiana,59,3454,32.7545792,-91.4821482
22125.0,West Feliciana,Louisiana,641,13874,30.8423123,-91.4048249
22127.0,Winn,Louisiana,210,8915,31.91961239999999,-92.6586401
23001.0,Androscoggin,Maine,178,17071,44.19124160000001,-70.17070369999999
23003.0,Aroostook,Maine,38,660,46.819941,-68.4766064
23005.0,Cumberland,Maine,3154,76973,43.81329789999999,-70.3870587
23007.0,Franklin,Maine,65,2431,45.0386059,-70.3979538
23009.0,Hancock,Maine,52,855,44.5770308,-68.3566919
23011.0,Kennebec,Maine,590,9525,44.4499153,-69.7038278
23013.0,Knox,Maine,26,1573,43.9969995,-68.9242652
23015.0,Lincoln,Maine,0,1491,44.108282,-69.511031
23017.0,Oxford,Maine,0,1996,44.4906897,-70.7840564
23019.0,Penobscot,Maine,73,6964,45.3230777,-68.5806727
23021.0,Piscataquis,Maine,0,82,45.70498569999999,-69.3375071
23023.0,Sagadahoc,Maine,4,2125,43.8171265,-69.7825531
23025.0,Somerset,Maine,0,1613,45.5913402,-69.9999212
23027.0,Waldo,Maine,966,3954,44.5106837,-69.20778960000001
23029.0,Washington,Maine,0,146,44.98493149999999,-67.6776835
23031.0,York,Maine,689,26449,43.4132697,-70.6702521
24001.0,Allegany,Maryland,922,11304,39.6255251,-78.6114999
24003.0,Anne Arundel,Maryland,10697,242337,38.9530109,-76.5488232
24005.0,Baltimore,Maryland,20505,388390,39.4647665,-76.7336521
24009.0,Calvert,Maryland,1127,20994,38.49495030000001,-76.5025742
